scenario,poller_interval_ms,scheduler_interval_ms,requested_session_count,iteration,trigger_event_id,affected_session_count,poller_wait_ms,event_processing_latency_ms,event_end_to_end_latency_ms,dependency_lookup_ms,pip_fetch_ms,pdp_evaluate_ms,revoke_update_ms,post_processing_ms,revoke_publish_ms,total_core_ms,measured_component_sum_ms,unattributed_core_ms,reevaluation_total_ms,success,error
core_breakdown,1000,500,10,1,91,10,272.208,97.85,370.058,1.633,25.418,0.514,2.454,41.273,0.101,97.337,71.393,25.943,37.174,True,
core_breakdown,1000,500,10,2,92,10,396.032,93.426,489.458,1.641,24.2,0.555,2.374,37.878,0.109,92.849,66.757,26.092,35.772,True,
core_breakdown,1000,500,10,3,93,10,448.827,103.89,552.717,0.943,26.824,0.69,2.668,43.049,0.161,103.322,74.336,28.987,40.279,True,
core_breakdown,1000,500,10,4,94,10,17.908,94.356,112.264,1.59,23.752,0.54,2.484,39.377,0.123,93.808,67.865,25.942,35.374,True,
core_breakdown,1000,500,10,5,95,10,925.667,105.67,1031.337,0.908,26.536,0.414,2.537,46.673,0.098,105.235,77.164,28.071,39.25,True,
core_breakdown,1000,500,10,6,96,10,603.363,101.598,704.961,1.299,26.092,0.382,2.657,42.284,0.119,101.125,72.833,28.292,38.681,True,
core_breakdown,1000,500,10,7,97,10,128.459,111.692,240.151,1.774,28.764,0.743,2.806,46.1,0.162,110.996,80.349,30.647,43.048,True,
core_breakdown,1000,500,10,8,98,10,892.363,108.281,1000.644,1.292,27.919,0.807,2.757,44.818,0.173,107.766,77.766,30.0,41.978,True,
core_breakdown,1000,500,10,9,99,10,524.281,105.301,629.582,1.3,27.67,0.761,2.725,42.73,0.175,104.827,75.361,29.466,41.292,True,
core_breakdown,1000,500,10,10,100,10,268.555,101.781,370.336,0.962,26.385,0.575,2.593,42.867,0.123,101.403,73.505,27.899,39.002,True,
core_breakdown,1000,500,10,11,101,10,667.915,102.042,769.957,0.75,27.099,0.395,2.605,42.148,0.11,101.566,73.106,28.459,39.687,True,
core_breakdown,1000,500,10,12,102,10,794.752,105.323,900.075,1.203,27.691,0.616,2.693,43.835,0.114,104.82,76.152,28.669,40.726,True,
core_breakdown,1000,500,10,13,103,10,775.585,108.595,884.18,0.877,28.834,0.676,2.719,44.409,0.134,107.999,77.648,30.351,42.784,True,
core_breakdown,1000,500,10,14,104,10,1002.837,120.102,1122.939,1.432,31.508,0.936,2.89,48.574,0.193,119.278,85.534,33.744,47.848,True,
core_breakdown,1000,500,10,15,105,10,748.374,97.761,846.135,0.679,25.963,0.496,2.601,40.408,0.11,97.352,70.259,27.093,38.396,True,
core_breakdown,1000,500,10,16,106,10,158.704,143.05,301.754,0.461,29.046,0.47,2.746,81.501,0.102,142.714,114.326,28.388,41.604,True,
core_breakdown,1000,500,10,17,107,10,988.487,117.374,1105.861,1.221,33.968,0.737,2.832,45.73,0.168,116.859,84.657,32.202,49.172,True,
core_breakdown,1000,500,10,18,108,10,224.51,92.42,316.93,0.517,24.15,0.596,2.398,39.133,0.098,92.097,66.893,25.203,35.571,True,
core_breakdown,1000,500,10,19,109,10,709.325,111.667,820.992,1.077,28.775,0.811,2.955,46.385,0.15,111.16,80.154,31.006,42.854,True,
core_breakdown,1000,500,10,20,110,10,995.752,104.969,1100.721,0.983,26.896,0.579,2.832,43.487,0.115,104.472,74.892,29.58,40.164,True,
core_breakdown,1000,500,10,21,111,10,668.455,97.617,766.072,0.721,26.057,0.502,2.457,40.353,0.106,97.188,70.195,26.993,38.341,True,
core_breakdown,1000,500,10,22,112,10,811.405,105.3,916.705,1.49,27.321,0.679,2.646,43.307,0.128,104.768,75.572,29.196,40.829,True,
core_breakdown,1000,500,10,23,113,10,399.557,96.502,496.059,0.727,25.277,0.351,2.503,40.686,0.082,96.172,69.626,26.546,37.096,True,
core_breakdown,1000,500,10,24,114,10,463.84,101.763,565.603,1.335,26.873,0.534,2.403,41.3,0.114,101.212,72.56,28.652,40.147,True,
core_breakdown,1000,500,10,25,115,10,867.889,100.648,968.537,0.713,26.288,0.562,2.599,42.178,0.121,100.278,72.462,27.816,39.023,True,
core_breakdown,1000,500,10,26,116,10,969.217,101.491,1070.708,1.161,26.389,0.375,2.593,42.65,0.094,101.013,73.262,27.751,38.762,True,
core_breakdown,1000,500,10,27,117,10,668.003,101.987,769.99,1.233,26.159,0.582,2.7,42.086,0.135,101.456,72.894,28.562,39.326,True,
core_breakdown,1000,500,10,28,118,10,625.468,100.997,726.465,0.943,26.484,0.54,2.553,42.18,0.125,100.555,72.825,27.73,39.361,True,
core_breakdown,1000,500,10,29,119,10,501.691,96.384,598.075,1.22,25.466,0.485,2.421,40.13,0.105,95.905,69.826,26.078,37.499,True,
core_breakdown,1000,500,10,30,120,10,177.649,95.076,272.725,1.049,25.093,0.416,2.434,39.639,0.101,94.546,68.732,25.814,36.726,True,
core_breakdown,1000,500,10,31,121,10,103.541,100.899,204.44,1.318,26.397,0.537,2.581,41.382,0.115,100.367,72.331,28.036,38.892,True,
core_breakdown,1000,500,10,32,122,10,891.243,120.021,1011.264,1.668,31.112,0.944,3.005,49.0,0.202,119.307,85.931,33.376,46.513,True,
core_breakdown,1000,500,10,33,123,10,636.448,111.302,747.75,0.993,29.085,0.838,2.921,46.027,0.162,110.767,80.026,30.742,43.177,True,
core_breakdown,1000,500,10,34,124,10,37.336,102.977,140.313,1.739,25.967,0.695,2.713,41.2,0.163,102.268,72.477,29.791,39.877,True,
core_breakdown,1000,500,10,35,125,10,725.941,86.487,812.428,0.752,22.728,0.5,2.302,35.346,0.11,85.988,61.739,24.249,33.661,True,
core_breakdown,1000,500,10,36,126,10,252.194,98.103,350.297,0.358,24.933,0.531,2.593,42.243,0.102,97.73,70.759,26.971,36.936,True,
core_breakdown,1000,500,10,37,127,10,610.526,108.454,718.98,0.514,28.133,0.791,2.883,45.128,0.139,107.97,77.589,30.381,42.13,True,
core_breakdown,1000,500,10,38,128,10,702.332,97.102,799.434,0.475,25.641,0.504,2.341,40.904,0.109,96.734,69.973,26.761,37.998,True,
core_breakdown,1000,500,10,39,129,10,68.963,107.504,176.467,0.911,28.191,0.878,2.713,43.799,0.182,106.839,76.673,30.165,42.347,True,
