scenario,poller_interval_ms,scheduler_interval_ms,requested_session_count,iteration,trigger_event_id,session_sequence,session_id,reevaluation_duration_ms,pip_fetch_ms,pdp_evaluate_ms,revoke_update_ms,post_processing_ms,revoke_publish_ms,final_status
core_breakdown,1000,500,10,6,96,9,959,3.808,2.468,0.033,0.252,4.13,0.01,REVOKED
core_breakdown,1000,500,10,6,96,10,960,3.669,2.511,0.037,0.24,4.068,0.008,REVOKED
core_breakdown,1000,500,10,7,97,1,961,6.131,3.836,0.28,0.426,7.304,0.059,REVOKED
core_breakdown,1000,500,10,7,97,2,962,5.969,3.902,0.118,0.39,5.843,0.026,REVOKED
core_breakdown,1000,500,10,7,97,3,963,4.878,3.315,0.055,0.278,4.566,0.013,REVOKED
core_breakdown,1000,500,10,7,97,4,964,4.094,2.784,0.054,0.284,4.453,0.012,REVOKED
core_breakdown,1000,500,10,7,97,5,965,3.991,2.687,0.049,0.285,4.486,0.012,REVOKED
core_breakdown,1000,500,10,7,97,6,966,3.953,2.684,0.038,0.245,3.99,0.008,REVOKED
core_breakdown,1000,500,10,7,97,7,967,3.618,2.483,0.034,0.228,4.007,0.008,REVOKED
core_breakdown,1000,500,10,7,97,8,968,3.45,2.357,0.038,0.238,3.918,0.008,REVOKED
core_breakdown,1000,500,10,7,97,9,969,3.526,2.328,0.044,0.212,3.725,0.009,REVOKED
core_breakdown,1000,500,10,7,97,10,970,3.438,2.387,0.033,0.221,3.808,0.007,REVOKED
core_breakdown,1000,500,10,8,98,1,971,5.499,3.31,0.263,0.423,5.895,0.056,REVOKED
core_breakdown,1000,500,10,8,98,2,972,4.995,3.227,0.123,0.345,5.399,0.03,REVOKED
core_breakdown,1000,500,10,8,98,3,973,4.589,3.051,0.074,0.286,4.643,0.017,REVOKED
core_breakdown,1000,500,10,8,98,4,974,4.178,2.824,0.072,0.231,4.584,0.018,REVOKED
core_breakdown,1000,500,10,8,98,5,975,4.143,2.813,0.068,0.253,4.021,0.009,REVOKED
core_breakdown,1000,500,10,8,98,6,976,3.663,2.506,0.037,0.241,4.04,0.008,REVOKED
core_breakdown,1000,500,10,8,98,7,977,3.864,2.648,0.053,0.236,4.301,0.011,REVOKED
core_breakdown,1000,500,10,8,98,8,978,4.042,2.77,0.048,0.274,3.95,0.008,REVOKED
core_breakdown,1000,500,10,8,98,9,979,3.563,2.411,0.039,0.23,3.821,0.006,REVOKED
core_breakdown,1000,500,10,8,98,10,980,3.443,2.358,0.03,0.238,4.163,0.011,REVOKED
core_breakdown,1000,500,10,9,99,1,981,6.17,4.035,0.275,0.443,5.925,0.056,REVOKED
core_breakdown,1000,500,10,9,99,2,982,4.809,3.056,0.151,0.279,4.473,0.034,REVOKED
core_breakdown,1000,500,10,9,99,3,983,4.774,3.102,0.086,0.273,4.541,0.019,REVOKED
core_breakdown,1000,500,10,9,99,4,984,3.854,2.634,0.053,0.258,4.252,0.017,REVOKED
core_breakdown,1000,500,10,9,99,5,985,3.785,2.584,0.045,0.244,4.077,0.012,REVOKED
core_breakdown,1000,500,10,9,99,6,986,3.757,2.574,0.036,0.248,4.019,0.008,REVOKED
core_breakdown,1000,500,10,9,99,7,987,3.626,2.509,0.03,0.239,3.959,0.007,REVOKED
core_breakdown,1000,500,10,9,99,8,988,3.51,2.411,0.028,0.248,3.91,0.007,REVOKED
core_breakdown,1000,500,10,9,99,9,989,3.533,2.387,0.03,0.244,3.837,0.006,REVOKED
core_breakdown,1000,500,10,9,99,10,990,3.474,2.378,0.028,0.25,3.735,0.009,REVOKED
core_breakdown,1000,500,10,10,100,1,991,4.958,3.226,0.132,0.366,6.062,0.044,REVOKED
core_breakdown,1000,500,10,10,100,2,992,5.162,3.394,0.127,0.243,3.901,0.013,REVOKED
core_breakdown,1000,500,10,10,100,3,993,3.893,2.737,0.048,0.24,4.176,0.009,REVOKED
core_breakdown,1000,500,10,10,100,4,994,3.639,2.565,0.032,0.259,4.206,0.007,REVOKED
core_breakdown,1000,500,10,10,100,5,995,3.672,2.515,0.043,0.29,5.15,0.012,REVOKED
core_breakdown,1000,500,10,10,100,6,996,3.642,2.464,0.042,0.266,3.983,0.008,REVOKED
core_breakdown,1000,500,10,10,100,7,997,3.566,2.403,0.038,0.216,3.944,0.009,REVOKED
core_breakdown,1000,500,10,10,100,8,998,3.513,2.366,0.042,0.24,3.886,0.007,REVOKED
core_breakdown,1000,500,10,10,100,9,999,3.494,2.375,0.031,0.23,3.864,0.007,REVOKED
core_breakdown,1000,500,10,10,100,10,1000,3.463,2.34,0.04,0.244,3.695,0.006,REVOKED
core_breakdown,1000,500,10,11,101,1,1001,4.453,2.732,0.082,0.388,5.271,0.017,REVOKED
core_breakdown,1000,500,10,11,101,2,1002,5.249,3.787,0.048,0.302,5.28,0.014,REVOKED
core_breakdown,1000,500,10,11,101,3,1003,5.394,3.669,0.054,0.261,4.271,0.011,REVOKED
core_breakdown,1000,500,10,11,101,4,1004,3.727,2.53,0.032,0.24,4.05,0.01,REVOKED
core_breakdown,1000,500,10,11,101,5,1005,3.57,2.445,0.033,0.276,4.234,0.008,REVOKED
core_breakdown,1000,500,10,11,101,6,1006,3.416,2.345,0.027,0.227,3.884,0.02,REVOKED
core_breakdown,1000,500,10,11,101,7,1007,3.53,2.438,0.03,0.245,3.939,0.007,REVOKED
core_breakdown,1000,500,10,11,101,8,1008,3.545,2.45,0.026,0.217,3.795,0.008,REVOKED
core_breakdown,1000,500,10,11,101,9,1009,3.379,2.324,0.027,0.227,3.721,0.007,REVOKED
core_breakdown,1000,500,10,11,101,10,1010,3.422,2.378,0.035,0.222,3.703,0.008,REVOKED
core_breakdown,1000,500,10,12,102,1,1011,5.77,3.778,0.13,0.414,6.768,0.022,REVOKED
core_breakdown,1000,500,10,12,102,2,1012,4.606,3.202,0.125,0.332,5.007,0.02,REVOKED
core_breakdown,1000,500,10,12,102,3,1013,4.599,3.099,0.084,0.276,4.389,0.013,REVOKED
core_breakdown,1000,500,10,12,102,4,1014,4.084,2.76,0.063,0.277,4.32,0.013,REVOKED
core_breakdown,1000,500,10,12,102,5,1015,4.005,2.696,0.054,0.264,4.436,0.01,REVOKED
core_breakdown,1000,500,10,12,102,6,1016,3.945,2.729,0.036,0.248,3.931,0.008,REVOKED
core_breakdown,1000,500,10,12,102,7,1017,3.62,2.494,0.03,0.217,3.732,0.007,REVOKED
core_breakdown,1000,500,10,12,102,8,1018,3.29,2.258,0.03,0.218,3.781,0.007,REVOKED
core_breakdown,1000,500,10,12,102,9,1019,3.426,2.362,0.038,0.228,3.754,0.008,REVOKED
core_breakdown,1000,500,10,12,102,10,1020,3.38,2.313,0.026,0.218,3.715,0.006,REVOKED
core_breakdown,1000,500,10,13,103,1,1021,5.993,3.89,0.145,0.411,5.686,0.026,REVOKED
core_breakdown,1000,500,10,13,103,2,1022,5.03,3.262,0.137,0.265,5.348,0.031,REVOKED
core_breakdown,1000,500,10,13,103,3,1023,5.133,3.565,0.091,0.344,5.195,0.019,REVOKED
core_breakdown,1000,500,10,13,103,4,1024,4.654,3.148,0.078,0.275,4.299,0.011,REVOKED
core_breakdown,1000,500,10,13,103,5,1025,3.732,2.55,0.041,0.235,4.072,0.01,REVOKED
core_breakdown,1000,500,10,13,103,6,1026,3.641,2.468,0.037,0.219,3.943,0.008,REVOKED
core_breakdown,1000,500,10,13,103,7,1027,3.626,2.474,0.04,0.252,4.047,0.009,REVOKED
core_breakdown,1000,500,10,13,103,8,1028,3.72,2.528,0.036,0.243,3.913,0.006,REVOKED
core_breakdown,1000,500,10,13,103,9,1029,3.652,2.514,0.036,0.261,4.004,0.006,REVOKED
core_breakdown,1000,500,10,13,103,10,1030,3.605,2.436,0.034,0.214,3.901,0.007,REVOKED
core_breakdown,1000,500,10,14,104,1,1031,7.292,4.351,0.244,0.504,6.213,0.068,REVOKED
core_breakdown,1000,500,10,14,104,2,1032,5.566,3.648,0.177,0.266,5.489,0.026,REVOKED
core_breakdown,1000,500,10,14,104,3,1033,5.056,3.413,0.103,0.352,5.514,0.021,REVOKED
core_breakdown,1000,500,10,14,104,4,1034,4.572,3.005,0.089,0.23,4.873,0.01,REVOKED
core_breakdown,1000,500,10,14,104,5,1035,4.553,2.984,0.084,0.325,5.021,0.019,REVOKED
core_breakdown,1000,500,10,14,104,6,1036,4.696,3.073,0.08,0.235,4.54,0.012,REVOKED
core_breakdown,1000,500,10,14,104,7,1037,4.259,2.893,0.053,0.242,4.564,0.011,REVOKED
core_breakdown,1000,500,10,14,104,8,1038,4.073,2.809,0.027,0.244,4.288,0.011,REVOKED
core_breakdown,1000,500,10,14,104,9,1039,4.024,2.778,0.039,0.25,4.062,0.009,REVOKED
core_breakdown,1000,500,10,14,104,10,1040,3.757,2.554,0.039,0.242,4.01,0.007,REVOKED
core_breakdown,1000,500,10,15,105,1,1041,5.053,3.273,0.11,0.366,5.53,0.032,REVOKED
core_breakdown,1000,500,10,15,105,2,1042,4.951,3.311,0.098,0.32,5.052,0.021,REVOKED
core_breakdown,1000,500,10,15,105,3,1043,4.569,3.105,0.051,0.268,3.964,0.008,REVOKED
core_breakdown,1000,500,10,15,105,4,1044,3.464,2.415,0.036,0.218,3.546,0.008,REVOKED
core_breakdown,1000,500,10,15,105,5,1045,3.584,2.411,0.034,0.239,3.951,0.01,REVOKED
core_breakdown,1000,500,10,15,105,6,1046,3.501,2.374,0.043,0.224,3.717,0.006,REVOKED
core_breakdown,1000,500,10,15,105,7,1047,3.338,2.303,0.035,0.232,3.644,0.007,REVOKED
core_breakdown,1000,500,10,15,105,8,1048,3.276,2.234,0.033,0.219,3.658,0.006,REVOKED
core_breakdown,1000,500,10,15,105,9,1049,3.335,2.269,0.027,0.272,3.733,0.007,REVOKED
core_breakdown,1000,500,10,15,105,10,1050,3.326,2.268,0.028,0.243,3.611,0.005,REVOKED
core_breakdown,1000,500,10,16,106,1,1051,5.269,3.81,0.079,0.427,5.831,0.016,REVOKED
core_breakdown,1000,500,10,16,106,2,1052,4.05,2.671,0.056,0.269,42.857,0.019,REVOKED
core_breakdown,1000,500,10,16,106,3,1053,7.101,5.381,0.107,0.397,4.897,0.014,REVOKED
core_breakdown,1000,500,10,16,106,4,1054,3.763,2.56,0.054,0.265,4.237,0.01,REVOKED
core_breakdown,1000,500,10,16,106,5,1055,3.734,2.525,0.039,0.26,4.091,0.007,REVOKED
core_breakdown,1000,500,10,16,106,6,1056,3.609,2.445,0.033,0.222,4.071,0.007,REVOKED
core_breakdown,1000,500,10,16,106,7,1057,3.654,2.509,0.027,0.233,4.039,0.006,REVOKED
core_breakdown,1000,500,10,16,106,8,1058,3.509,2.379,0.027,0.229,3.769,0.007,REVOKED
core_breakdown,1000,500,10,16,106,9,1059,3.506,2.427,0.024,0.229,3.822,0.008,REVOKED
core_breakdown,1000,500,10,16,106,10,1060,3.41,2.338,0.024,0.215,3.889,0.007,REVOKED
core_breakdown,1000,500,10,17,107,1,1061,6.982,3.977,0.172,0.522,6.908,0.054,REVOKED
core_breakdown,1000,500,10,17,107,2,1062,4.983,3.22,0.136,0.352,4.673,0.026,REVOKED
core_breakdown,1000,500,10,17,107,3,1063,4.851,3.276,0.096,0.285,4.556,0.016,REVOKED
core_breakdown,1000,500,10,17,107,4,1064,4.228,2.861,0.053,0.241,4.736,0.012,REVOKED
core_breakdown,1000,500,10,17,107,5,1065,4.21,2.806,0.056,0.239,4.489,0.015,REVOKED
core_breakdown,1000,500,10,17,107,6,1066,3.998,2.686,0.031,0.232,4.049,0.007,REVOKED
core_breakdown,1000,500,10,17,107,7,1067,3.768,2.547,0.038,0.225,4.21,0.009,REVOKED
core_breakdown,1000,500,10,17,107,8,1068,3.697,2.532,0.04,0.236,3.974,0.006,REVOKED
core_breakdown,1000,500,10,17,107,9,1069,8.854,7.649,0.072,0.273,4.16,0.015,REVOKED
core_breakdown,1000,500,10,17,107,10,1070,3.601,2.413,0.044,0.228,3.974,0.007,REVOKED
core_breakdown,1000,500,10,18,108,1,1071,4.326,2.693,0.199,0.357,5.51,0.021,REVOKED
core_breakdown,1000,500,10,18,108,2,1072,4.297,3.082,0.097,0.226,4.039,0.012,REVOKED
core_breakdown,1000,500,10,18,108,3,1073,3.512,2.398,0.04,0.235,3.892,0.009,REVOKED
core_breakdown,1000,500,10,18,108,4,1074,3.472,2.355,0.037,0.236,3.899,0.008,REVOKED
core_breakdown,1000,500,10,18,108,5,1075,3.445,2.354,0.036,0.235,3.715,0.008,REVOKED
core_breakdown,1000,500,10,18,108,6,1076,3.504,2.369,0.037,0.232,3.894,0.008,REVOKED
core_breakdown,1000,500,10,18,108,7,1077,3.305,2.252,0.031,0.219,3.599,0.006,REVOKED
core_breakdown,1000,500,10,18,108,8,1078,3.246,2.223,0.027,0.211,3.631,0.006,REVOKED
core_breakdown,1000,500,10,18,108,9,1079,3.303,2.213,0.065,0.224,3.481,0.011,REVOKED
core_breakdown,1000,500,10,18,108,10,1080,3.16,2.211,0.027,0.224,3.472,0.009,REVOKED
core_breakdown,1000,500,10,19,109,1,1081,5.762,3.594,0.28,0.467,6.657,0.042,REVOKED
core_breakdown,1000,500,10,19,109,2,1082,5.264,3.646,0.143,0.364,5.597,0.025,REVOKED
core_breakdown,1000,500,10,19,109,3,1083,4.786,3.327,0.039,0.318,5.379,0.021,REVOKED
core_breakdown,1000,500,10,19,109,4,1084,4.818,3.22,0.093,0.33,4.958,0.013,REVOKED
core_breakdown,1000,500,10,19,109,5,1085,3.955,2.654,0.056,0.252,4.049,0.01,REVOKED
core_breakdown,1000,500,10,19,109,6,1086,3.68,2.49,0.048,0.261,4.0,0.008,REVOKED
core_breakdown,1000,500,10,19,109,7,1087,3.608,2.45,0.036,0.251,3.943,0.008,REVOKED
core_breakdown,1000,500,10,19,109,8,1088,3.82,2.634,0.042,0.249,4.023,0.008,REVOKED
core_breakdown,1000,500,10,19,109,9,1089,3.776,2.533,0.038,0.232,4.021,0.007,REVOKED
core_breakdown,1000,500,10,19,109,10,1090,3.385,2.228,0.036,0.231,3.756,0.007,REVOKED
core_breakdown,1000,500,10,20,110,1,1091,6.017,3.783,0.216,0.509,6.147,0.025,REVOKED
core_breakdown,1000,500,10,20,110,2,1092,3.908,2.613,0.074,0.261,4.349,0.015,REVOKED
core_breakdown,1000,500,10,20,110,3,1093,3.996,2.747,0.059,0.284,4.268,0.014,REVOKED
core_breakdown,1000,500,10,20,110,4,1094,3.93,2.641,0.044,0.275,4.398,0.013,REVOKED
core_breakdown,1000,500,10,20,110,5,1095,4.024,2.588,0.04,0.304,4.282,0.01,REVOKED
core_breakdown,1000,500,10,20,110,6,1096,3.778,2.594,0.038,0.246,4.174,0.009,REVOKED
core_breakdown,1000,500,10,20,110,7,1097,3.588,2.426,0.035,0.248,3.939,0.008,REVOKED
core_breakdown,1000,500,10,20,110,8,1098,3.567,2.437,0.023,0.231,3.979,0.007,REVOKED
core_breakdown,1000,500,10,20,110,9,1099,3.74,2.536,0.025,0.244,3.929,0.007,REVOKED
core_breakdown,1000,500,10,20,110,10,1100,3.615,2.533,0.024,0.23,4.023,0.008,REVOKED
core_breakdown,1000,500,10,21,111,1,1101,4.835,3.209,0.102,0.357,5.08,0.031,REVOKED
core_breakdown,1000,500,10,21,111,2,1102,4.864,3.246,0.072,0.279,4.455,0.013,REVOKED
core_breakdown,1000,500,10,21,111,3,1103,3.739,2.55,0.048,0.232,4.013,0.008,REVOKED
core_breakdown,1000,500,10,21,111,4,1104,3.509,2.369,0.039,0.236,3.931,0.007,REVOKED
core_breakdown,1000,500,10,21,111,5,1105,3.589,2.432,0.038,0.248,4.044,0.008,REVOKED
core_breakdown,1000,500,10,21,111,6,1106,4.0,2.785,0.056,0.218,3.836,0.007,REVOKED
core_breakdown,1000,500,10,21,111,7,1107,3.585,2.445,0.036,0.208,3.726,0.007,REVOKED
core_breakdown,1000,500,10,21,111,8,1108,3.375,2.345,0.029,0.221,3.879,0.008,REVOKED
core_breakdown,1000,500,10,21,111,9,1109,3.413,2.332,0.036,0.226,3.728,0.008,REVOKED
core_breakdown,1000,500,10,21,111,10,1110,3.431,2.343,0.046,0.233,3.662,0.01,REVOKED
core_breakdown,1000,500,10,22,112,1,1111,6.138,3.84,0.213,0.452,5.886,0.035,REVOKED
core_breakdown,1000,500,10,22,112,2,1112,5.095,3.419,0.109,0.328,5.343,0.022,REVOKED
core_breakdown,1000,500,10,22,112,3,1113,4.666,3.152,0.086,0.279,4.505,0.012,REVOKED
core_breakdown,1000,500,10,22,112,4,1114,4.0,2.72,0.049,0.217,4.291,0.01,REVOKED
core_breakdown,1000,500,10,22,112,5,1115,3.871,2.6,0.055,0.264,4.339,0.011,REVOKED
core_breakdown,1000,500,10,22,112,6,1116,3.781,2.558,0.032,0.222,4.006,0.01,REVOKED
core_breakdown,1000,500,10,22,112,7,1117,3.569,2.398,0.037,0.23,3.703,0.006,REVOKED
core_breakdown,1000,500,10,22,112,8,1118,3.324,2.274,0.03,0.224,3.776,0.007,REVOKED
core_breakdown,1000,500,10,22,112,9,1119,3.419,2.345,0.029,0.214,3.757,0.008,REVOKED
core_breakdown,1000,500,10,22,112,10,1120,2.967,2.013,0.039,0.215,3.701,0.007,REVOKED
core_breakdown,1000,500,10,23,113,1,1121,4.789,3.193,0.074,0.33,5.081,0.015,REVOKED
core_breakdown,1000,500,10,23,113,2,1122,3.979,2.709,0.043,0.262,4.153,0.01,REVOKED
core_breakdown,1000,500,10,23,113,3,1123,3.596,2.454,0.03,0.268,4.104,0.008,REVOKED
core_breakdown,1000,500,10,23,113,4,1124,3.618,2.456,0.035,0.22,4.047,0.008,REVOKED
core_breakdown,1000,500,10,23,113,5,1125,3.674,2.514,0.029,0.247,4.033,0.008,REVOKED
core_breakdown,1000,500,10,23,113,6,1126,3.542,2.429,0.028,0.242,3.943,0.007,REVOKED
core_breakdown,1000,500,10,23,113,7,1127,3.651,2.498,0.027,0.224,3.91,0.007,REVOKED
core_breakdown,1000,500,10,23,113,8,1128,3.379,2.279,0.022,0.24,3.78,0.008,REVOKED
core_breakdown,1000,500,10,23,113,9,1129,3.462,2.377,0.039,0.235,3.787,0.006,REVOKED
core_breakdown,1000,500,10,23,113,10,1130,3.406,2.368,0.024,0.237,3.847,0.006,REVOKED
core_breakdown,1000,500,10,24,114,1,1131,6.227,3.808,0.133,0.391,5.676,0.031,REVOKED
core_breakdown,1000,500,10,24,114,2,1132,4.715,3.095,0.087,0.291,4.514,0.016,REVOKED
core_breakdown,1000,500,10,24,114,3,1133,4.076,2.752,0.058,0.213,4.35,0.013,REVOKED
core_breakdown,1000,500,10,24,114,4,1134,4.023,2.76,0.046,0.231,3.892,0.009,REVOKED
core_breakdown,1000,500,10,24,114,5,1135,3.642,2.469,0.04,0.234,3.917,0.008,REVOKED
core_breakdown,1000,500,10,24,114,6,1136,3.685,2.559,0.041,0.209,3.88,0.008,REVOKED
core_breakdown,1000,500,10,24,114,7,1137,3.509,2.361,0.038,0.22,3.824,0.007,REVOKED
core_breakdown,1000,500,10,24,114,8,1138,3.393,2.336,0.031,0.201,3.764,0.006,REVOKED
core_breakdown,1000,500,10,24,114,9,1139,3.406,2.34,0.03,0.203,3.729,0.007,REVOKED
core_breakdown,1000,500,10,24,114,10,1140,3.471,2.392,0.032,0.21,3.755,0.009,REVOKED
core_breakdown,1000,500,10,25,115,1,1141,6.084,4.152,0.128,0.503,6.59,0.034,REVOKED
core_breakdown,1000,500,10,25,115,2,1142,4.754,3.044,0.113,0.258,4.963,0.021,REVOKED
core_breakdown,1000,500,10,25,115,3,1143,3.703,2.41,0.053,0.236,3.771,0.011,REVOKED
core_breakdown,1000,500,10,25,115,4,1144,3.522,2.376,0.036,0.238,3.954,0.008,REVOKED
core_breakdown,1000,500,10,25,115,5,1145,3.509,2.386,0.035,0.219,3.878,0.007,REVOKED
core_breakdown,1000,500,10,25,115,6,1146,3.647,2.498,0.037,0.239,3.974,0.009,REVOKED
core_breakdown,1000,500,10,25,115,7,1147,3.425,2.343,0.037,0.216,3.817,0.007,REVOKED
core_breakdown,1000,500,10,25,115,8,1148,3.425,2.349,0.031,0.225,3.744,0.008,REVOKED
core_breakdown,1000,500,10,25,115,9,1149,3.538,2.406,0.052,0.254,3.702,0.01,REVOKED
core_breakdown,1000,500,10,25,115,10,1150,3.415,2.324,0.039,0.213,3.784,0.007,REVOKED
core_breakdown,1000,500,10,26,116,1,1151,4.785,3.157,0.083,0.342,5.476,0.018,REVOKED
core_breakdown,1000,500,10,26,116,2,1152,4.275,2.814,0.051,0.253,4.432,0.011,REVOKED
core_breakdown,1000,500,10,26,116,3,1153,3.864,2.646,0.032,0.244,4.405,0.01,REVOKED
core_breakdown,1000,500,10,26,116,4,1154,3.849,2.605,0.038,0.252,4.209,0.011,REVOKED
core_breakdown,1000,500,10,26,116,5,1155,3.68,2.542,0.029,0.254,4.173,0.007,REVOKED
core_breakdown,1000,500,10,26,116,6,1156,3.807,2.627,0.031,0.255,4.095,0.008,REVOKED
core_breakdown,1000,500,10,26,116,7,1157,3.755,2.6,0.029,0.247,4.014,0.008,REVOKED
core_breakdown,1000,500,10,26,116,8,1158,3.54,2.411,0.028,0.248,4.043,0.007,REVOKED
core_breakdown,1000,500,10,26,116,9,1159,3.602,2.494,0.029,0.235,3.901,0.006,REVOKED
core_breakdown,1000,500,10,26,116,10,1160,3.605,2.494,0.026,0.263,3.901,0.007,REVOKED
core_breakdown,1000,500,10,27,117,1,1161,5.348,3.326,0.11,0.363,5.506,0.031,REVOKED
