scenario,poller_interval_ms,scheduler_interval_ms,requested_session_count,iteration,trigger_event_id,affected_session_count,poller_wait_ms,event_processing_latency_ms,event_end_to_end_latency_ms,dependency_lookup_ms,pip_fetch_ms,pdp_evaluate_ms,revoke_update_ms,post_processing_ms,revoke_publish_ms,total_core_ms,measured_component_sum_ms,unattributed_core_ms,reevaluation_total_ms,success,error
core_breakdown,1000,500,50,39,129,50,880.803,430.709,1311.512,0.784,112.671,1.759,11.157,184.929,0.434,430.263,311.734,118.53,165.739,True,
core_breakdown,1000,500,50,40,130,50,511.848,378.345,890.193,1.368,96.773,1.485,10.701,163.052,0.391,377.822,273.769,104.053,141.691,True,
core_breakdown,1000,500,50,41,131,50,235.898,422.832,658.73,1.3,109.282,1.692,10.918,182.717,0.435,422.204,306.343,115.861,160.658,True,
core_breakdown,1000,500,50,42,132,50,121.046,391.143,512.189,0.806,99.495,1.548,10.402,169.578,0.393,390.73,282.222,108.508,147.308,True,
core_breakdown,1000,500,50,43,133,50,569.261,433.196,1002.457,1.206,114.016,1.969,11.095,186.368,0.46,432.721,315.115,117.606,166.76,True,
core_breakdown,1000,500,50,44,134,50,705.485,437.15,1142.635,1.471,113.96,1.978,11.423,186.465,0.444,436.644,315.742,120.902,167.83,True,
core_breakdown,1000,500,50,45,135,50,371.781,429.049,800.83,1.71,110.51,2.051,10.836,185.339,0.444,428.476,310.889,117.587,163.236,True,
core_breakdown,1000,500,50,46,136,50,219.536,426.044,645.58,1.04,110.474,1.973,11.077,184.255,0.465,425.581,309.284,116.297,162.451,True,
core_breakdown,1000,500,50,47,137,50,217.554,426.108,643.662,1.006,110.8,1.823,11.054,182.834,0.431,425.702,307.947,117.755,163.002,True,
core_breakdown,1000,500,50,48,138,50,964.748,408.194,1372.942,1.033,104.664,1.986,10.82,176.194,0.468,407.736,295.165,112.571,154.334,True,
core_breakdown,1000,500,50,49,139,50,730.329,422.512,1152.841,1.034,110.698,1.771,10.966,181.18,0.451,421.962,306.102,115.861,162.343,True,
core_breakdown,1000,500,50,50,140,50,410.374,415.359,825.733,0.838,108.008,1.715,10.933,178.678,0.418,415.016,300.59,114.425,159.239,True,
