scenario,poller_interval_ms,scheduler_interval_ms,requested_session_count,iteration,trigger_event_id,affected_session_count,poller_wait_ms,event_processing_latency_ms,event_end_to_end_latency_ms,dependency_lookup_ms,pip_fetch_ms,pdp_evaluate_ms,revoke_update_ms,post_processing_ms,revoke_publish_ms,total_core_ms,measured_component_sum_ms,unattributed_core_ms,reevaluation_total_ms,success,error
core_breakdown,1000,500,1,25,55,1,776.847,15.467,792.314,0.698,3.64,0.18,0.396,5.412,0.048,14.881,10.374,4.507,5.844,True,
core_breakdown,1000,500,1,26,56,1,351.575,15.999,367.574,0.74,3.64,0.178,0.407,5.284,0.046,15.348,10.296,5.052,6.154,True,
core_breakdown,1000,500,1,27,57,1,22.845,15.629,38.474,0.653,3.207,0.218,0.436,5.533,0.05,15.009,10.097,4.912,5.818,True,
core_breakdown,1000,500,1,28,58,1,688.5,16.048,704.548,0.696,3.546,0.178,0.537,5.821,0.052,15.614,10.83,4.784,5.76,True,
core_breakdown,1000,500,1,29,59,1,983.08,19.27,1002.35,0.885,3.995,0.446,0.54,6.3,0.116,18.065,12.282,5.782,7.016,True,
core_breakdown,1000,500,1,30,60,1,544.898,15.134,560.032,0.409,3.719,0.224,0.405,5.694,0.102,14.674,10.553,4.12,5.676,True,
core_breakdown,1000,500,1,31,61,1,450.529,16.827,467.356,0.467,4.121,0.305,0.436,6.008,0.173,16.282,11.512,4.77,6.53,True,
core_breakdown,1000,500,1,32,62,1,622.759,15.031,637.79,0.41,3.292,0.2,0.435,5.755,0.053,14.485,10.145,4.34,5.347,True,
core_breakdown,1000,500,1,33,63,1,455.883,12.082,467.965,0.283,3.256,0.198,0.304,4.376,0.062,11.699,8.477,3.222,4.866,True,
core_breakdown,1000,500,1,34,64,1,265.395,18.53,283.925,0.527,4.338,0.411,0.533,6.331,0.093,17.975,12.233,5.742,7.096,True,
core_breakdown,1000,500,1,35,65,1,307.343,16.883,324.226,0.762,3.777,0.205,0.458,5.645,0.058,16.284,10.905,5.379,6.215,True,
core_breakdown,1000,500,1,36,66,1,508.218,20.354,528.572,0.461,4.24,0.265,0.623,8.766,0.1,19.712,14.455,5.257,6.648,True,
core_breakdown,1000,500,1,37,67,1,191.999,14.698,206.697,0.402,3.814,0.134,0.381,5.263,0.077,14.229,10.071,4.157,5.758,True,
core_breakdown,1000,500,1,38,68,1,784.126,14.165,798.291,0.367,3.49,0.133,0.423,5.254,0.044,13.729,9.712,4.017,5.264,True,
core_breakdown,1000,500,1,39,69,1,987.332,13.023,1000.355,0.274,3.535,0.217,0.366,4.622,0.069,12.688,9.084,3.604,5.391,True,
core_breakdown,1000,500,1,40,70,1,605.905,15.614,621.519,0.781,3.782,0.137,0.424,5.2,0.045,14.972,10.369,4.603,5.762,True,
core_breakdown,1000,500,1,41,71,1,944.09,19.729,963.819,0.928,4.23,0.266,0.565,6.59,0.08,18.883,12.658,6.225,7.087,True,
core_breakdown,1000,500,1,42,72,1,714.278,16.012,730.29,0.557,3.429,0.137,0.502,5.765,0.074,15.308,10.464,4.844,5.736,True,
core_breakdown,1000,500,1,43,73,1,915.24,14.829,930.069,0.686,3.041,0.132,0.356,5.21,0.048,14.15,9.474,4.676,4.988,True,
core_breakdown,1000,500,1,44,74,1,770.283,15.023,785.306,0.742,3.563,0.133,0.416,5.043,0.045,14.363,9.942,4.421,5.502,True,
core_breakdown,1000,500,1,45,75,1,495.442,12.29,507.732,0.334,3.066,0.094,0.328,4.095,0.066,11.91,7.983,3.927,4.863,True,
core_breakdown,1000,500,1,46,76,1,994.941,15.725,1010.666,0.697,3.546,0.133,0.413,5.212,0.073,15.104,10.074,5.03,5.963,True,
core_breakdown,1000,500,1,47,77,1,585.508,19.569,605.077,0.839,3.709,0.279,0.636,6.913,0.128,18.811,12.505,6.306,6.814,True,
core_breakdown,1000,500,1,48,78,1,700.242,13.419,713.661,0.418,3.175,0.097,0.358,5.165,0.036,12.995,9.25,3.746,4.882,True,
core_breakdown,1000,500,1,49,79,1,123.224,15.727,138.951,0.75,3.518,0.169,0.405,5.184,0.075,15.089,10.102,4.987,5.997,True,
core_breakdown,1000,500,1,50,80,1,682.288,17.611,699.899,0.878,3.663,0.134,0.416,6.929,0.049,16.97,12.07,4.9,5.464,True,
