scenario,poller_interval_ms,scheduler_interval_ms,requested_session_count,iteration,trigger_event_id,affected_session_count,poller_wait_ms,event_processing_latency_ms,event_end_to_end_latency_ms,dependency_lookup_ms,pip_fetch_ms,pdp_evaluate_ms,revoke_update_ms,post_processing_ms,revoke_publish_ms,total_core_ms,measured_component_sum_ms,unattributed_core_ms,reevaluation_total_ms,success,error
core_breakdown,1000,500,1,21,111,1,570.605,17.031,587.636,0.543,3.808,0.322,0.503,6.409,0.1,16.468,11.685,4.783,6.226,True,
core_breakdown,1000,500,1,22,112,1,669.589,14.993,684.582,0.485,3.578,0.17,0.414,5.518,0.052,14.552,10.217,4.335,5.596,True,
core_breakdown,1000,500,1,23,113,1,494.825,19.707,514.532,0.831,3.225,0.285,0.543,7.987,0.093,19.104,12.964,6.141,6.324,True,
core_breakdown,1000,500,1,24,114,1,238.415,19.567,257.982,0.529,4.315,0.3,0.499,7.573,0.102,18.894,13.318,5.575,7.204,True,
core_breakdown,1000,500,1,25,115,1,188.295,10.307,198.602,0.323,2.444,0.132,0.218,3.809,0.084,9.962,7.01,2.952,3.801,True,
core_breakdown,1000,500,1,26,116,1,568.266,13.775,582.041,0.506,3.043,0.114,0.417,5.139,0.054,13.2,9.272,3.928,4.762,True,
core_breakdown,1000,500,1,27,117,1,489.749,18.101,507.85,0.585,3.894,0.247,0.496,6.413,0.087,17.406,11.722,5.685,6.514,True,
core_breakdown,1000,500,1,28,118,1,415.506,14.18,429.686,0.384,3.119,0.116,0.453,5.622,0.057,13.71,9.752,3.958,4.949,True,
core_breakdown,1000,500,1,29,119,1,974.592,16.644,991.236,0.74,3.468,0.142,0.456,5.985,0.039,16.042,10.831,5.212,5.921,True,
core_breakdown,1000,500,1,30,120,1,833.922,18.524,852.446,0.823,3.615,0.289,0.529,6.646,0.071,17.802,11.974,5.829,6.824,True,
core_breakdown,1000,500,1,31,121,1,833.921,13.705,847.626,0.362,2.939,0.094,0.382,5.618,0.026,13.222,9.421,3.802,4.693,True,
core_breakdown,1000,500,1,32,122,1,715.905,19.0,734.905,0.822,3.867,0.253,0.505,6.661,0.071,18.175,12.178,5.997,7.092,True,
core_breakdown,1000,500,1,33,123,1,778.33,18.0,796.33,0.924,4.015,0.287,0.487,5.981,0.072,17.018,11.765,5.253,6.429,True,
core_breakdown,1000,500,1,34,124,1,151.129,19.007,170.136,0.948,4.052,0.307,0.522,6.137,0.087,18.08,12.054,6.027,6.672,True,
core_breakdown,1000,500,1,35,125,1,720.009,19.643,739.652,0.986,4.093,0.293,0.509,6.32,0.086,18.758,12.288,6.469,7.266,True,
core_breakdown,1000,500,1,36,126,1,739.86,18.107,757.967,0.55,4.198,0.282,0.506,6.661,0.078,17.483,12.274,5.209,6.844,True,
core_breakdown,1000,500,1,37,127,1,203.223,18.082,221.305,0.462,4.188,0.336,0.536,6.058,0.096,17.407,11.676,5.731,6.717,True,
core_breakdown,1000,500,1,38,128,1,937.445,15.385,952.83,0.46,3.645,0.15,0.391,6.256,0.031,15.001,10.933,4.068,5.568,True,
core_breakdown,1000,500,1,39,129,1,644.96,14.576,659.536,0.404,3.28,0.108,0.375,5.594,0.086,14.099,9.848,4.251,5.324,True,
core_breakdown,1000,500,1,40,130,1,569.808,17.104,586.912,0.824,4.099,0.105,0.45,5.974,0.044,16.34,11.496,4.844,6.309,True,
core_breakdown,1000,500,1,41,131,1,608.389,13.903,622.292,0.406,3.188,0.109,0.399,5.43,0.027,13.466,9.558,3.908,5.013,True,
core_breakdown,1000,500,1,42,132,1,26.697,18.518,45.215,0.81,3.6,0.28,0.52,6.71,0.069,17.818,11.99,5.828,6.687,True,
core_breakdown,1000,500,1,43,133,1,1005.093,15.554,1020.647,0.687,2.948,0.102,0.41,6.219,0.041,15.092,10.407,4.685,5.269,True,
core_breakdown,1000,500,1,44,134,1,700.945,15.759,716.704,1.062,3.358,0.109,0.497,5.623,0.028,15.197,10.677,4.521,5.235,True,
core_breakdown,1000,500,1,45,135,1,970.739,19.478,990.217,0.845,4.06,0.294,0.501,7.101,0.062,18.78,12.863,5.917,7.269,True,
core_breakdown,1000,500,1,46,136,1,672.09,19.571,691.661,0.855,3.98,0.218,0.508,7.159,0.07,18.723,12.79,5.933,7.013,True,
core_breakdown,1000,500,1,47,137,1,942.648,15.764,958.412,0.595,3.235,0.109,0.448,6.169,0.044,15.219,10.599,4.619,5.451,True,
core_breakdown,1000,500,1,48,138,1,255.298,14.396,269.694,0.574,3.698,0.108,0.35,5.159,0.028,14.022,9.918,4.104,5.798,True,
core_breakdown,1000,500,1,49,139,1,918.75,14.798,933.548,0.418,3.954,0.104,0.336,5.402,0.044,14.35,10.257,4.093,5.945,True,
core_breakdown,1000,500,1,50,140,1,379.842,12.397,392.239,0.306,2.56,0.155,0.257,5.435,0.042,12.056,8.755,3.302,4.187,True,
