scenario,poller_interval_ms,scheduler_interval_ms,requested_session_count,iteration,trigger_event_id,affected_session_count,poller_wait_ms,event_processing_latency_ms,event_end_to_end_latency_ms,dependency_lookup_ms,pip_fetch_ms,pdp_evaluate_ms,revoke_update_ms,post_processing_ms,revoke_publish_ms,total_core_ms,measured_component_sum_ms,unattributed_core_ms,reevaluation_total_ms,success,error
core_breakdown,1000,500,50,27,57,50,858.545,394.033,1252.578,2.196,100.903,1.818,10.23,168.834,0.439,393.438,284.419,109.019,148.886,True,
core_breakdown,1000,500,50,28,58,50,19.227,421.184,440.411,1.778,111.856,1.655,10.797,179.845,0.44,420.724,306.371,114.353,162.281,True,
core_breakdown,1000,500,50,29,59,50,5.561,401.559,407.12,2.203,104.028,1.759,10.392,172.042,0.435,401.083,290.859,110.224,153.152,True,
core_breakdown,1000,500,50,30,60,50,354.665,414.827,769.492,2.021,108.152,1.96,10.785,177.881,0.472,414.401,301.27,113.13,158.622,True,
core_breakdown,1000,500,50,31,61,50,836.795,419.005,1255.8,2.398,109.587,1.781,10.788,178.902,0.441,418.417,303.898,114.519,160.876,True,
core_breakdown,1000,500,50,32,62,50,392.022,413.895,805.917,2.476,108.117,1.624,10.795,176.324,0.427,413.424,299.762,113.662,159.352,True,
core_breakdown,1000,500,50,33,63,50,471.349,426.875,898.224,3.927,111.172,1.845,11.015,182.361,0.459,426.205,310.778,115.427,162.704,True,
core_breakdown,1000,500,50,34,64,50,532.808,434.097,966.905,3.184,112.319,1.969,11.407,184.301,0.451,433.375,313.63,119.745,166.295,True,
core_breakdown,1000,500,50,35,65,50,284.231,419.528,703.759,2.285,108.036,1.595,10.96,181.342,0.413,419.101,304.632,114.469,158.856,True,
core_breakdown,1000,500,50,36,66,50,645.478,423.33,1068.808,1.476,109.214,1.763,11.125,182.616,0.467,423.008,306.662,116.346,160.702,True,
core_breakdown,1000,500,50,37,67,50,43.578,453.029,496.607,3.301,117.521,2.253,11.544,192.169,0.48,452.41,327.269,125.141,173.745,True,
core_breakdown,1000,500,50,38,68,50,18.11,425.664,443.774,2.558,110.3,2.032,11.262,181.03,0.551,425.126,307.733,117.393,162.809,True,
core_breakdown,1000,500,50,39,69,50,103.608,405.255,508.863,2.715,104.791,1.681,10.507,173.173,0.416,404.644,293.282,111.362,153.823,True,
core_breakdown,1000,500,50,40,70,50,16.335,413.235,429.57,1.405,107.103,1.637,10.641,178.826,0.407,412.857,300.019,112.839,157.133,True,
core_breakdown,1000,500,50,41,71,50,12.442,392.325,404.767,1.223,100.513,1.585,10.725,169.142,0.41,391.963,283.599,108.364,147.61,True,
core_breakdown,1000,500,50,42,72,50,804.517,396.961,1201.478,1.283,102.997,1.351,10.569,171.123,0.353,396.645,287.675,108.97,151.15,True,
core_breakdown,1000,500,50,43,73,50,180.903,415.566,596.469,3.828,108.317,1.831,10.656,176.437,0.442,414.957,301.512,113.446,159.629,True,
core_breakdown,1000,500,50,44,74,50,451.812,427.359,879.171,2.728,111.45,1.864,11.075,181.879,0.472,426.775,309.469,117.306,164.164,True,
core_breakdown,1000,500,50,45,75,50,984.666,429.87,1414.536,4.075,111.822,1.886,10.868,182.499,0.467,429.232,311.617,117.615,164.857,True,
core_breakdown,1000,500,50,46,76,50,469.936,421.149,891.085,3.407,111.687,1.832,10.805,178.187,0.439,420.469,306.357,114.111,162.867,True,
core_breakdown,1000,500,50,47,77,50,896.971,428.915,1325.886,2.79,112.036,1.858,11.086,182.624,0.47,428.441,310.864,117.576,164.853,True,
core_breakdown,1000,500,50,48,78,50,240.264,385.38,625.644,1.77,98.699,1.905,10.213,165.09,0.447,384.638,278.124,106.513,146.172,True,
core_breakdown,1000,500,50,49,79,50,169.972,390.771,560.743,0.772,100.724,1.302,10.378,168.939,0.354,390.383,282.469,107.913,147.94,True,
core_breakdown,1000,500,50,50,80,50,139.679,433.413,573.092,1.771,112.837,1.931,11.26,184.704,0.461,432.788,312.964,119.824,166.982,True,
