scenario,poller_interval_ms,scheduler_interval_ms,total_active_sessions,background_active_sessions,requested_affected_session_count,iteration,trigger_event_id,measured_affected_session_count,active_sessions_before_event,active_sessions_after_event,poller_wait_ms,event_processing_latency_ms,event_end_to_end_latency_ms,dependency_lookup_ms,pip_fetch_ms,pdp_evaluate_ms,revoke_update_ms,post_processing_ms,revoke_publish_ms,total_core_ms,measured_component_sum_ms,unattributed_core_ms,reevaluation_total_ms,last_revoke_latency_ms,success,error
scalability,1000,500,100,90,10,24,114,10,100,90,645.203,104.54,749.743,0.857,27.681,0.855,2.845,41.269,0.169,103.9,73.676,30.225,42.197,746.122,True,
scalability,1000,500,100,90,10,25,115,10,100,90,659.268,89.872,749.14,0.422,24.668,0.691,2.306,36.311,0.157,89.434,64.556,24.879,36.095,745.428,True,
scalability,1000,500,100,90,10,26,116,10,100,90,374.475,95.498,469.973,0.56,25.065,0.888,2.547,38.942,0.183,94.929,68.184,26.745,37.651,465.934,True,
scalability,1000,500,100,90,10,27,117,10,100,90,520.26,107.038,627.298,0.832,28.342,0.878,2.874,42.97,0.183,106.035,76.079,29.956,42.566,623.268,True,
scalability,1000,500,100,90,10,28,118,10,100,90,73.277,107.231,180.508,0.539,28.793,0.85,2.907,42.903,0.16,106.74,76.153,30.587,42.694,176.408,True,
scalability,1000,500,100,90,10,29,119,10,100,90,741.265,109.98,851.245,0.559,28.917,0.835,2.866,45.463,0.188,109.494,78.827,30.667,43.267,846.999,True,
scalability,1000,500,100,90,10,30,120,10,100,90,451.093,114.349,565.442,0.967,30.774,0.833,2.873,45.184,0.174,113.582,80.806,32.777,46.307,560.833,True,
scalability,1000,500,100,90,10,31,121,10,100,90,789.412,110.163,899.575,0.538,29.652,0.832,2.859,44.5,0.161,109.611,78.543,31.068,44.206,895.317,True,
scalability,1000,500,100,90,10,32,122,10,100,90,67.523,102.619,170.142,0.693,27.174,0.561,2.957,42.061,0.107,102.086,73.553,28.534,40.25,166.086,True,
scalability,1000,500,100,90,10,33,123,10,100,90,88.745,114.904,203.649,0.522,30.801,0.919,3.069,46.55,0.181,114.339,82.041,32.298,45.906,198.893,True,
scalability,1000,500,100,90,10,34,124,10,100,90,868.681,115.112,983.793,0.866,30.75,0.808,2.928,45.629,0.15,114.388,81.131,33.258,46.528,979.186,True,
scalability,1000,500,100,90,10,35,125,10,100,90,463.362,109.161,572.523,0.89,29.144,0.815,2.955,43.591,0.142,108.422,77.538,30.884,43.671,567.817,True,
scalability,1000,500,100,90,10,36,126,10,100,90,444.504,94.673,539.177,0.729,24.905,0.311,2.522,38.654,0.073,94.274,67.194,27.079,37.267,534.661,True,
scalability,1000,500,100,90,10,37,127,10,100,90,707.907,112.76,820.667,0.577,30.258,0.772,2.833,46.61,0.166,112.217,81.216,31.001,44.697,815.867,True,
scalability,1000,500,100,90,10,38,128,10,100,90,821.191,112.885,934.076,0.915,29.345,0.85,2.87,45.776,0.196,112.248,79.952,32.296,44.622,929.171,True,
scalability,1000,500,100,90,10,39,129,10,100,90,956.558,100.641,1057.199,0.454,28.585,0.439,2.731,40.278,0.106,100.211,72.593,27.618,41.03,1053.12,True,
scalability,1000,500,100,90,10,40,130,10,100,90,54.615,101.267,155.882,0.801,26.273,0.806,2.681,40.16,0.164,100.664,70.885,29.779,39.486,152.211,True,
scalability,1000,500,100,90,10,41,131,10,100,90,972.866,95.834,1068.7,0.593,25.215,0.772,2.512,38.857,0.171,95.349,68.12,27.229,37.866,1065.056,True,
scalability,1000,500,100,90,10,42,132,10,100,90,651.723,101.643,753.366,0.833,26.662,0.851,2.798,40.838,0.161,101.035,72.144,28.892,39.842,749.574,True,
scalability,1000,500,100,90,10,43,133,10,100,90,762.459,91.511,853.97,0.273,24.604,0.367,2.432,37.874,0.087,91.214,65.636,25.578,35.915,850.015,True,
scalability,1000,500,100,90,10,44,134,10,100,90,341.368,103.205,444.573,0.605,26.798,1.126,2.971,42.103,0.267,102.735,73.871,28.864,40.203,440.554,True,
scalability,1000,500,100,90,10,45,135,10,100,90,686.635,109.671,796.306,0.5,29.297,0.783,2.837,45.361,0.161,109.212,78.939,30.274,43.365,791.658,True,
scalability,1000,500,100,90,10,46,136,10,100,90,892.945,110.795,1003.74,0.764,30.393,0.631,2.747,44.522,0.138,110.243,79.195,31.048,44.846,999.017,True,
scalability,1000,500,100,90,10,47,137,10,100,90,103.685,101.494,205.179,0.492,27.216,0.53,2.604,41.932,0.123,101.054,72.896,28.158,40.251,200.641,True,
scalability,1000,500,100,90,10,48,138,10,100,90,641.474,99.842,741.316,0.811,27.163,0.529,2.585,40.078,0.116,99.289,71.283,28.006,40.019,736.821,True,
scalability,1000,500,100,90,10,49,139,10,100,90,412.692,97.798,510.49,0.819,25.611,0.622,2.547,40.544,0.142,97.319,70.286,27.033,37.905,506.347,True,
scalability,1000,500,100,90,10,50,140,10,100,90,546.361,100.0,646.361,0.94,28.298,0.475,2.62,39.077,0.113,99.391,71.524,27.868,40.6,642.308,True,
