scenario,poller_interval_ms,scheduler_interval_ms,total_active_sessions,background_active_sessions,requested_affected_session_count,iteration,trigger_event_id,measured_affected_session_count,active_sessions_before_event,active_sessions_after_event,poller_wait_ms,event_processing_latency_ms,event_end_to_end_latency_ms,dependency_lookup_ms,pip_fetch_ms,pdp_evaluate_ms,revoke_update_ms,post_processing_ms,revoke_publish_ms,total_core_ms,measured_component_sum_ms,unattributed_core_ms,reevaluation_total_ms,last_revoke_latency_ms,success,error
scalability,1000,500,500,490,10,39,129,10,500,490,936.945,85.887,1022.832,0.656,22.475,0.472,2.337,34.86,0.098,85.301,60.897,24.404,33.102,1019.215,True,
scalability,1000,500,500,490,10,40,130,10,500,490,234.071,100.62,334.691,0.378,27.967,0.523,2.594,40.119,0.116,100.232,71.697,28.535,40.83,330.202,True,
scalability,1000,500,500,490,10,41,131,10,500,490,1014.161,111.979,1126.14,0.87,29.805,0.787,2.885,44.049,0.181,111.312,78.577,32.735,44.968,1121.725,True,
scalability,1000,500,500,490,10,42,132,10,500,490,819.102,114.429,933.531,0.908,30.594,0.905,3.003,45.93,0.184,113.672,81.525,32.147,45.414,929.0,True,
scalability,1000,500,500,490,10,43,133,10,500,490,348.763,95.094,443.857,1.618,24.972,0.345,2.523,37.397,0.079,94.452,66.934,27.518,37.479,439.992,True,
scalability,1000,500,500,490,10,44,134,10,500,490,215.012,105.558,320.57,0.524,28.376,0.803,2.819,42.116,0.173,105.042,74.813,30.229,42.345,316.575,True,
scalability,1000,500,500,490,10,45,135,10,500,490,390.674,103.293,493.967,0.548,27.05,0.75,2.644,42.176,0.158,102.788,73.326,29.462,41.265,489.935,True,
scalability,1000,500,500,490,10,46,136,10,500,490,135.94,106.83,242.77,0.938,27.827,0.762,2.789,42.031,0.173,106.107,74.52,31.588,42.484,238.666,True,
scalability,1000,500,500,490,10,47,137,10,500,490,81.718,112.493,194.211,0.552,29.93,0.885,3.147,45.491,0.192,111.978,80.196,31.782,44.52,190.006,True,
scalability,1000,500,500,490,10,48,138,10,500,490,417.852,105.965,523.817,0.86,27.435,0.798,2.732,42.512,0.148,105.295,74.485,30.81,41.57,519.742,True,
scalability,1000,500,500,490,10,49,139,10,500,490,172.006,109.654,281.66,0.896,28.876,0.824,2.915,43.424,0.14,108.991,77.076,31.915,43.912,277.274,True,
scalability,1000,500,500,490,10,50,140,10,500,490,495.529,108.982,604.511,0.821,29.002,0.773,2.83,42.287,0.158,108.287,75.872,32.415,44.158,600.33,True,
