scenario,poller_interval_ms,scheduler_interval_ms,total_active_sessions,requested_affected_session_count,iteration,trigger_event_id,session_sequence,session_id,reevaluation_duration_ms,pip_fetch_ms,pdp_evaluate_ms,revoke_update_ms,post_processing_ms,revoke_publish_ms,final_status
scalability,1000,500,1000,10,12,42,2,1402,3.557,2.315,0.114,0.264,3.748,0.018,REVOKED
scalability,1000,500,1000,10,12,42,3,1403,3.288,2.199,0.047,0.218,3.68,0.01,REVOKED
scalability,1000,500,1000,10,12,42,4,1404,3.258,2.18,0.04,0.233,3.396,0.01,REVOKED
scalability,1000,500,1000,10,12,42,5,1405,3.05,2.073,0.037,0.206,3.366,0.01,REVOKED
scalability,1000,500,1000,10,12,42,6,1406,3.108,2.091,0.037,0.202,3.648,0.012,REVOKED
scalability,1000,500,1000,10,12,42,7,1407,3.084,2.088,0.048,0.202,3.428,0.007,REVOKED
scalability,1000,500,1000,10,12,42,8,1408,3.062,2.068,0.031,0.207,3.354,0.008,REVOKED
scalability,1000,500,1000,10,12,42,9,1409,3.335,2.269,0.074,0.258,3.509,0.007,REVOKED
scalability,1000,500,1000,10,12,42,10,1410,3.074,2.075,0.038,0.222,3.655,0.016,REVOKED
scalability,1000,500,1000,10,13,43,1,1411,5.197,3.238,0.238,0.452,6.227,0.03,REVOKED
scalability,1000,500,1000,10,13,43,2,1412,4.491,2.94,0.126,0.304,5.014,0.026,REVOKED
scalability,1000,500,1000,10,13,43,3,1413,4.328,2.754,0.107,0.339,4.781,0.017,REVOKED
scalability,1000,500,1000,10,13,43,4,1414,3.886,2.589,0.055,0.285,4.177,0.013,REVOKED
scalability,1000,500,1000,10,13,43,5,1415,3.582,2.447,0.042,0.224,3.679,0.009,REVOKED
scalability,1000,500,1000,10,13,43,6,1416,3.53,2.387,0.058,0.233,3.626,0.012,REVOKED
scalability,1000,500,1000,10,13,43,7,1417,3.325,2.206,0.036,0.218,3.597,0.008,REVOKED
scalability,1000,500,1000,10,13,43,8,1418,3.312,2.197,0.037,0.249,3.501,0.007,REVOKED
scalability,1000,500,1000,10,13,43,9,1419,3.106,2.095,0.027,0.2,3.607,0.018,REVOKED
scalability,1000,500,1000,10,13,43,10,1420,3.058,1.992,0.078,0.191,3.054,0.009,REVOKED
scalability,1000,500,1000,10,14,44,1,1421,6.003,3.502,0.111,0.411,4.875,0.019,REVOKED
scalability,1000,500,1000,10,14,44,2,1422,3.647,2.495,0.05,0.239,3.697,0.012,REVOKED
scalability,1000,500,1000,10,14,44,3,1423,3.918,2.616,0.051,0.267,3.947,0.01,REVOKED
scalability,1000,500,1000,10,14,44,4,1424,3.223,2.193,0.038,0.222,3.467,0.007,REVOKED
scalability,1000,500,1000,10,14,44,5,1425,3.115,2.092,0.028,0.202,3.582,0.006,REVOKED
scalability,1000,500,1000,10,14,44,6,1426,3.046,2.017,0.03,0.229,3.417,0.007,REVOKED
scalability,1000,500,1000,10,14,44,7,1427,3.048,2.084,0.03,0.22,3.402,0.007,REVOKED
scalability,1000,500,1000,10,14,44,8,1428,3.235,2.182,0.033,0.202,3.346,0.008,REVOKED
scalability,1000,500,1000,10,14,44,9,1429,3.285,2.206,0.061,0.274,3.681,0.011,REVOKED
scalability,1000,500,1000,10,14,44,10,1430,3.257,2.263,0.03,0.242,3.51,0.009,REVOKED
scalability,1000,500,1000,10,15,45,1,1431,4.938,3.312,0.126,0.472,6.546,0.025,REVOKED
scalability,1000,500,1000,10,15,45,2,1432,3.922,2.717,0.085,0.269,3.8,0.02,REVOKED
scalability,1000,500,1000,10,15,45,3,1433,3.76,2.523,0.062,0.244,3.976,0.013,REVOKED
scalability,1000,500,1000,10,15,45,4,1434,3.413,2.3,0.038,0.242,3.437,0.009,REVOKED
scalability,1000,500,1000,10,15,45,5,1435,3.21,2.212,0.031,0.205,3.417,0.007,REVOKED
scalability,1000,500,1000,10,15,45,6,1436,3.091,2.062,0.034,0.224,3.219,0.007,REVOKED
scalability,1000,500,1000,10,15,45,7,1437,2.923,1.988,0.026,0.197,3.228,0.013,REVOKED
scalability,1000,500,1000,10,15,45,8,1438,2.815,1.869,0.062,0.195,2.982,0.009,REVOKED
scalability,1000,500,1000,10,15,45,9,1439,2.656,1.788,0.046,0.172,2.954,0.007,REVOKED
scalability,1000,500,1000,10,15,45,10,1440,2.64,1.81,0.029,0.166,2.877,0.006,REVOKED
scalability,1000,500,1000,10,16,46,1,1441,5.695,3.559,0.111,0.372,4.89,0.02,REVOKED
scalability,1000,500,1000,10,16,46,2,1442,4.633,3.043,0.105,0.302,4.438,0.012,REVOKED
scalability,1000,500,1000,10,16,46,3,1443,3.31,2.248,0.042,0.211,3.561,0.009,REVOKED
scalability,1000,500,1000,10,16,46,4,1444,3.259,2.231,0.03,0.201,3.456,0.01,REVOKED
scalability,1000,500,1000,10,16,46,5,1445,3.601,2.496,0.067,0.261,3.839,0.012,REVOKED
scalability,1000,500,1000,10,16,46,6,1446,3.077,2.076,0.032,0.205,3.266,0.011,REVOKED
scalability,1000,500,1000,10,16,46,7,1447,3.161,2.154,0.033,0.212,3.439,0.008,REVOKED
scalability,1000,500,1000,10,16,46,8,1448,3.083,2.107,0.033,0.234,3.364,0.007,REVOKED
scalability,1000,500,1000,10,16,46,9,1449,2.917,1.899,0.034,0.216,2.95,0.008,REVOKED
scalability,1000,500,1000,10,16,46,10,1450,2.938,1.885,0.037,0.2,2.826,0.008,REVOKED
scalability,1000,500,1000,10,17,47,1,1451,6.452,3.424,0.125,0.578,6.662,0.035,REVOKED
scalability,1000,500,1000,10,17,47,2,1452,5.729,3.776,0.121,0.363,5.486,0.021,REVOKED
scalability,1000,500,1000,10,17,47,3,1453,4.398,2.935,0.058,0.21,3.695,0.011,REVOKED
scalability,1000,500,1000,10,17,47,4,1454,3.052,2.109,0.037,0.226,3.56,0.009,REVOKED
scalability,1000,500,1000,10,17,47,5,1455,3.24,2.177,0.038,0.236,3.731,0.01,REVOKED
scalability,1000,500,1000,10,17,47,6,1456,3.239,2.15,0.032,0.218,3.389,0.008,REVOKED
scalability,1000,500,1000,10,17,47,7,1457,3.057,2.115,0.03,0.243,3.239,0.016,REVOKED
scalability,1000,500,1000,10,17,47,8,1458,2.921,1.907,0.061,0.188,3.016,0.016,REVOKED
scalability,1000,500,1000,10,17,47,9,1459,3.098,2.195,0.054,0.181,3.026,0.009,REVOKED
scalability,1000,500,1000,10,17,47,10,1460,2.72,1.854,0.03,0.187,2.982,0.007,REVOKED
scalability,1000,500,1000,10,18,48,1,1461,4.227,2.822,0.103,0.301,3.895,0.019,REVOKED
scalability,1000,500,1000,10,18,48,2,1462,4.708,3.195,0.108,0.233,4.296,0.009,REVOKED
scalability,1000,500,1000,10,18,48,3,1463,3.288,2.134,0.035,0.22,3.592,0.01,REVOKED
scalability,1000,500,1000,10,18,48,4,1464,3.345,2.262,0.038,0.224,3.495,0.009,REVOKED
scalability,1000,500,1000,10,18,48,5,1465,3.081,2.096,0.026,0.202,3.561,0.006,REVOKED
scalability,1000,500,1000,10,18,48,6,1466,3.014,2.036,0.03,0.213,3.336,0.006,REVOKED
scalability,1000,500,1000,10,18,48,7,1467,2.945,2.015,0.026,0.262,3.597,0.011,REVOKED
scalability,1000,500,1000,10,18,48,8,1468,3.146,2.119,0.047,0.2,3.346,0.008,REVOKED
scalability,1000,500,1000,10,18,48,9,1469,3.004,2.062,0.028,0.2,2.976,0.007,REVOKED
scalability,1000,500,1000,10,18,48,10,1470,2.685,1.826,0.031,0.178,2.898,0.008,REVOKED
scalability,1000,500,1000,10,19,49,1,1471,4.933,3.276,0.109,0.438,5.265,0.031,REVOKED
scalability,1000,500,1000,10,19,49,2,1472,4.626,3.059,0.118,0.283,4.626,0.022,REVOKED
scalability,1000,500,1000,10,19,49,3,1473,4.222,2.833,0.068,0.26,3.938,0.014,REVOKED
scalability,1000,500,1000,10,19,49,4,1474,3.793,2.583,0.058,0.238,3.429,0.011,REVOKED
scalability,1000,500,1000,10,19,49,5,1475,3.032,2.06,0.032,0.193,3.326,0.007,REVOKED
scalability,1000,500,1000,10,19,49,6,1476,2.983,2.05,0.029,0.2,3.207,0.007,REVOKED
scalability,1000,500,1000,10,19,49,7,1477,3.016,2.077,0.033,0.19,3.354,0.007,REVOKED
scalability,1000,500,1000,10,19,49,8,1478,2.82,1.871,0.058,0.197,3.015,0.013,REVOKED
scalability,1000,500,1000,10,19,49,9,1479,2.757,1.857,0.042,0.184,3.022,0.007,REVOKED
scalability,1000,500,1000,10,19,49,10,1480,2.602,1.736,0.028,0.198,2.9,0.006,REVOKED
scalability,1000,500,1000,10,20,50,1,1481,4.624,3.023,0.153,0.311,4.254,0.029,REVOKED
scalability,1000,500,1000,10,20,50,2,1482,3.517,2.333,0.052,0.199,3.119,0.011,REVOKED
scalability,1000,500,1000,10,20,50,3,1483,3.051,2.13,0.04,0.22,3.62,0.009,REVOKED
scalability,1000,500,1000,10,20,50,4,1484,3.203,2.171,0.038,0.259,3.438,0.008,REVOKED
scalability,1000,500,1000,10,20,50,5,1485,3.114,2.115,0.031,0.197,3.329,0.007,REVOKED
scalability,1000,500,1000,10,20,50,6,1486,2.935,1.973,0.027,0.237,3.151,0.011,REVOKED
scalability,1000,500,1000,10,20,50,7,1487,2.643,1.782,0.047,0.182,3.086,0.008,REVOKED
scalability,1000,500,1000,10,20,50,8,1488,2.632,1.814,0.043,0.184,2.904,0.009,REVOKED
scalability,1000,500,1000,10,20,50,9,1489,2.668,1.817,0.036,0.201,2.879,0.007,REVOKED
scalability,1000,500,1000,10,20,50,10,1490,2.631,1.793,0.031,0.169,2.898,0.007,REVOKED
scalability,1000,500,1000,10,21,51,1,1491,4.432,2.8,0.108,0.333,4.876,0.035,REVOKED
scalability,1000,500,1000,10,21,51,2,1492,4.815,3.161,0.157,0.332,4.544,0.015,REVOKED
scalability,1000,500,1000,10,21,51,3,1493,3.58,2.44,0.046,0.238,3.516,0.01,REVOKED
scalability,1000,500,1000,10,21,51,4,1494,3.163,2.171,0.032,0.213,3.412,0.011,REVOKED
scalability,1000,500,1000,10,21,51,5,1495,3.493,2.427,0.061,0.248,3.55,0.012,REVOKED
scalability,1000,500,1000,10,21,51,6,1496,3.429,2.268,0.033,0.195,3.26,0.01,REVOKED
scalability,1000,500,1000,10,21,51,7,1497,3.211,2.194,0.034,0.251,3.276,0.009,REVOKED
scalability,1000,500,1000,10,21,51,8,1498,4.045,2.821,0.037,0.257,4.149,0.009,REVOKED
scalability,1000,500,1000,10,21,51,9,1499,3.846,2.46,0.04,0.23,3.664,0.009,REVOKED
scalability,1000,500,1000,10,21,51,10,1500,3.415,2.32,0.032,0.261,3.786,0.008,REVOKED
scalability,1000,500,1000,10,22,52,1,1501,4.817,3.152,0.119,0.334,5.245,0.021,REVOKED
scalability,1000,500,1000,10,22,52,2,1502,3.33,2.212,0.059,0.226,3.282,0.01,REVOKED
scalability,1000,500,1000,10,22,52,3,1503,3.53,2.409,0.043,0.22,3.874,0.01,REVOKED
scalability,1000,500,1000,10,22,52,4,1504,3.65,2.465,0.049,0.228,3.906,0.009,REVOKED
scalability,1000,500,1000,10,22,52,5,1505,3.58,2.432,0.037,0.239,3.879,0.008,REVOKED
scalability,1000,500,1000,10,22,52,6,1506,3.336,2.26,0.039,0.21,3.391,0.006,REVOKED
scalability,1000,500,1000,10,22,52,7,1507,3.035,2.07,0.03,0.201,3.367,0.006,REVOKED
scalability,1000,500,1000,10,22,52,8,1508,3.015,2.048,0.027,0.205,3.241,0.006,REVOKED
scalability,1000,500,1000,10,22,52,9,1509,2.979,2.039,0.026,0.202,3.107,0.005,REVOKED
scalability,1000,500,1000,10,22,52,10,1510,2.88,1.933,0.056,0.202,2.943,0.011,REVOKED
scalability,1000,500,1000,10,23,53,1,1511,5.231,3.545,0.109,0.373,4.898,0.02,REVOKED
scalability,1000,500,1000,10,23,53,2,1512,5.005,3.33,0.099,0.248,4.964,0.014,REVOKED
scalability,1000,500,1000,10,23,53,3,1513,4.074,2.764,0.066,0.227,4.165,0.011,REVOKED
scalability,1000,500,1000,10,23,53,4,1514,3.913,2.639,0.056,0.214,4.034,0.012,REVOKED
scalability,1000,500,1000,10,23,53,5,1515,3.644,2.466,0.054,0.282,3.72,0.009,REVOKED
scalability,1000,500,1000,10,23,53,6,1516,3.2,2.168,0.039,0.185,3.232,0.006,REVOKED
scalability,1000,500,1000,10,23,53,7,1517,3.032,2.07,0.044,0.2,3.275,0.006,REVOKED
scalability,1000,500,1000,10,23,53,8,1518,2.928,1.983,0.025,0.205,3.251,0.014,REVOKED
scalability,1000,500,1000,10,23,53,9,1519,2.805,1.831,0.075,0.219,3.106,0.009,REVOKED
scalability,1000,500,1000,10,23,53,10,1520,2.729,1.861,0.041,0.181,2.947,0.008,REVOKED
scalability,1000,500,1000,10,24,54,1,1521,4.521,2.883,0.11,0.364,4.093,0.019,REVOKED
scalability,1000,500,1000,10,24,54,2,1522,4.375,3.254,0.11,0.378,4.689,0.021,REVOKED
scalability,1000,500,1000,10,24,54,3,1523,4.086,2.748,0.056,0.256,3.967,0.014,REVOKED
scalability,1000,500,1000,10,24,54,4,1524,3.451,2.332,0.044,0.223,3.514,0.01,REVOKED
scalability,1000,500,1000,10,24,54,5,1525,3.163,2.163,0.032,0.197,3.443,0.013,REVOKED
scalability,1000,500,1000,10,24,54,6,1526,3.338,2.218,0.066,0.227,3.432,0.009,REVOKED
scalability,1000,500,1000,10,24,54,7,1527,3.153,2.074,0.038,0.199,3.335,0.008,REVOKED
scalability,1000,500,1000,10,24,54,8,1528,3.064,2.09,0.029,0.216,3.347,0.008,REVOKED
scalability,1000,500,1000,10,24,54,9,1529,3.066,2.086,0.022,0.233,3.337,0.007,REVOKED
scalability,1000,500,1000,10,24,54,10,1530,3.11,2.107,0.035,0.193,3.235,0.006,REVOKED
scalability,1000,500,1000,10,25,55,1,1531,4.292,2.823,0.082,0.31,4.61,0.015,REVOKED
scalability,1000,500,1000,10,25,55,2,1532,4.044,2.718,0.032,0.297,3.849,0.01,REVOKED
scalability,1000,500,1000,10,25,55,3,1533,3.191,2.161,0.034,0.226,3.623,0.007,REVOKED
scalability,1000,500,1000,10,25,55,4,1534,3.333,2.261,0.032,0.255,3.688,0.008,REVOKED
scalability,1000,500,1000,10,25,55,5,1535,3.217,2.144,0.031,0.203,3.368,0.007,REVOKED
scalability,1000,500,1000,10,25,55,6,1536,3.234,2.201,0.028,0.209,3.466,0.008,REVOKED
scalability,1000,500,1000,10,25,55,7,1537,3.086,2.095,0.026,0.208,3.403,0.007,REVOKED
scalability,1000,500,1000,10,25,55,8,1538,3.125,2.105,0.03,0.221,3.34,0.007,REVOKED
scalability,1000,500,1000,10,25,55,9,1539,2.905,1.834,0.026,0.189,3.048,0.007,REVOKED
scalability,1000,500,1000,10,25,55,10,1540,2.857,1.949,0.026,0.201,2.905,0.007,REVOKED
scalability,1000,500,1000,10,26,56,1,1541,5.382,3.568,0.109,0.392,5.59,0.029,REVOKED
scalability,1000,500,1000,10,26,56,2,1542,4.311,3.0,0.051,0.318,5.101,0.014,REVOKED
scalability,1000,500,1000,10,26,56,3,1543,3.948,2.765,0.054,0.239,4.111,0.009,REVOKED
scalability,1000,500,1000,10,26,56,4,1544,3.969,2.69,0.054,0.227,4.191,0.013,REVOKED
scalability,1000,500,1000,10,26,56,5,1545,3.562,2.354,0.043,0.229,3.726,0.007,REVOKED
scalability,1000,500,1000,10,26,56,6,1546,3.468,2.381,0.028,0.22,3.714,0.007,REVOKED
scalability,1000,500,1000,10,26,56,7,1547,3.478,2.403,0.031,0.23,3.726,0.006,REVOKED
scalability,1000,500,1000,10,26,56,8,1548,3.362,2.309,0.032,0.229,3.573,0.006,REVOKED
scalability,1000,500,1000,10,26,56,9,1549,3.398,2.307,0.027,0.225,3.899,0.007,REVOKED
